,a_count,abbr_count,acronym_count,address_count,applet_count,area_count,article_count,aside_count,audio_count,avg_height,avg_left,avg_top,avg_width,b_count,base_count,basefont_count,bdi_count,bdo_count,big_count,blockquote_count,body_count,br_count,button_count,canvas_count,caption_count,center_count,childs_count,cite_count,className,code_count,col_count,colgroup_count,data_count,datalist_count,dd_count,del_count,details_count,dfn_count,dialog_count,dir_count,div_count,dl_count,dt_count,em_count,embed_count,fieldset_count,figcaption_count,figure_count,font_count,footer_count,form_count,frame_count,frameset_count,h1_count,h2_count,h3_count,h4_count,h5_count,h6_count,head_count,header_count,height,hr_count,html_count,i_count,iframe_count,img_count,input_count,ins_count,kbd_count,label,label_count,left,legend_count,li_count,link_count,main_count,map_count,mark_count,meta_count,meter_count,nav_count,noframes_count,noscript_count,object_count,ol_count,optgroup_count,option_count,output_count,p_count,param_count,parent_landmark,picture_count,pre_count,progress_count,q_count,role,rp_count,rt_count,ruby_count,s_count,samp_count,script_count,sd_height,sd_left,sd_top,sd_width,section_count,select_count,small_count,source_count,span_count,strike_count,strong_count,style_count,sub_count,summary_count,sup_count,svg_count,table_count,tagName,tbody_count,td_count,template_count,textarea_count,tfoot_count,th_count,thead_count,time_count,title_count,top,tr_count,track_count,tt_count,u_count,ul_count,url,var_count,video_count,wbr_count,weighted_height,weighted_left,weighted_top,weighted_width,width,window_elements_count,window_height,word_count,xpath,screenshot,website_total_elements,class
306,0,0,0,0,0,0,0,0,0,0.0,461.71875,0.0,-924.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,col-12 text-center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,False,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,30.0,0.0,3891.71875,1080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,3891.71875,0,0,0,0,0,http://localhost:8080/314/index.html,0,0,0,30.0,461.71875,0.0,156.0,1080,4338,6759,3.0,/body[2]/div[2]/main[4]/div[1]/article[1]/div[2]/div[1]/div[10]/form[2],./2-output-urls-data/210-314.png,4299,form
307,5,0,0,0,0,0,0,0,0,-20.3333333333,220.7777777778,-50.2222222222,-565.7777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,36,0,0,3,0,0,5,0,0,False,0,18.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,39.4236251786,307.2164556421,132.7225826701,671.1330018505,0,0,0,0,8,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,118.0,0,0,0,0,3,http://localhost:8080/110/index.html,0,0,0,4.3166666667,50.5889756944,-26.0416666667,24.6194444444,650,3530,6776,1.9230769231,/body[2]/div[6]/header[1]/div[2]/div[3]/div[1]/div[1]/form[1],./2-output-urls-data/212-110.png,3466,search
308,0,0,0,0,0,0,0,0,0,-18.0,343.0,12.3333333333,-372.3333333333,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,input__search-contain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1,0,0,False,0,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nav,0,0,0,0,,0,0,0,0,0,0,47.3708771293,355.174135695,54.2507040405,608.1317474217,0,0,0,0,0,0,0,0,0,0,0,2,0,FORM,0,0,0,0,0,0,0,0,0,53.5,0,0,0,0,0,http://localhost:8080/322/index.html,0,0,0,12.0,256.125,8.125,80.4285714286,560,8378,8962,1.0,/body[2]/header[4]/div[1]/nav[2]/div[1]/div[1]/div[3]/form[2],./2-output-urls-data/213-322.png,8334,search
309,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,form__on-dark-bg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,7,0,0,False,1,89.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,116.0,89.03125,4864.3125,173.0,0,0,0,0,2,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,4864.3125,0,0,0,0,0,http://localhost:8080/322/index.html,0,0,0,16.3541666667,-21.7994791667,-1209.0885416667,34.7291666667,173,8378,8962,1.2,/body[2]/main[6]/div[2]/div[1]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/form[1],./2-output-urls-data/213-322.png,8334,form
310,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,form__on-dark-bg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,1,0,0,False,1,818.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,116.0,818.03125,4864.3125,173.0,0,0,0,0,1,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,4864.3125,0,0,0,0,0,http://localhost:8080/322/index.html,0,0,0,37.25,1.1,8.375,83.35,173,8378,8962,1.3333333333000001,/body[2]/main[6]/div[2]/div[1]/div[1]/div[1]/div[3]/div[1]/div[4]/div[1]/div[1]/div[1]/div[2]/form[1],./2-output-urls-data/213-322.png,8334,search
311,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,form__on-dark-bg,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,1,0,0,False,1,340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,footer,0,0,0,0,,0,0,0,0,0,0,60.0,340.0,5538.625,400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,5538.625,0,0,0,0,0,http://localhost:8080/322/index.html,0,0,0,16.609375,13.9609375,0.8359375,99.90625,400,8378,8962,2.6666666667000003,/body[2]/footer[7]/div[1]/div[1]/div[1]/div[1]/form[1],./2-output-urls-data/213-322.png,8334,form
312,0,0,0,0,0,0,0,0,0,-15.0,-133.75,-31.5,-150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,header-search j-header-search,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,0,1,0,0,False,0,860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,33.5410196625,959.084035682,137.3053167215,212.0141504711,0,0,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,126.0,0,0,0,0,0,http://localhost:8080/325/index.html,0,0,0,3.2608695652,-187.8043478261,-30.1086956522,9.3043478261,200,2362,69974,12.3333333333,/body[2]/div[6]/header[1]/div[2]/div[1]/div[1]/div[2]/form[2],./2-output-urls-data/216-325.png,2243,search
313,0,0,0,0,0,0,0,0,0,0.0,163.328125,0.0,-280.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,row my-5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,0,0,False,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,section,0,0,0,0,,0,0,0,0,0,0,44.0,174.0002195861,438.4375,561.9688603473,0,0,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,438.4375,0,0,0,0,0,http://localhost:8080/117/index.html,0,0,0,33.0,125.37109375,0.0,204.25,560,367,5546,2.0,/body[2]/section[2]/div[1]/div[1]/div[2]/form[3],./2-output-urls-data/217-117.png,345,form
314,0,0,0,0,0,0,0,0,0,0.0,154.6640625,0.0,-232.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,row,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,0,0,False,0,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,section,0,0,0,0,,0,0,0,0,0,0,44.0,344.6519581099,4984.5,470.3456176048,0,0,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,4984.5,0,0,0,0,0,http://localhost:8080/117/index.html,0,0,0,33.0,118.373046875,0.0,169.25,464,367,5546,1.5,/body[2]/section[7]/div[1]/div[1]/div[2]/div[1]/form[1],./2-output-urls-data/217-117.png,345,form
315,0,0,0,0,0,0,0,0,0,-25.7142857143,63.5714285714,-102.1428571429,-896.5714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,searchbar-form,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,7,0,0,False,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,39.5030352748,213.6645282031,156.9148345636,965.2422134429,0,0,0,0,1,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,143.0,0,0,0,0,0,http://localhost:8080/38/index.html,0,0,0,11.40625,111.8229166667,-59.4375,59.5833333333,960,819,2539,1.25,/body[2]/div[64]/div[14]/div[1]/div[3]/form[1],./2-output-urls-data/221-38.png,806,search
316,1,0,0,0,0,0,0,0,0,-37.5,182.7734375,0.0,-366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,2,0,0,0,0,False,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,main,0,0,0,0,,0,0,0,0,0,0,82.5121203218,187.0992502806,380.390625,1064.8737014313,0,0,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,1,0,0,0,0,0,380.390625,0,0,0,0,0,http://localhost:8080/154/index.html,0,0,0,15.6875,178.349609375,925.7834472656,194.5,1000,328,7348,1.4,/body[2]/div[7]/div[2]/main[5]/div[1]/form[2],./2-output-urls-data/223-154.png,287,form
317,166,0,0,0,0,0,0,0,0,-16.5,208.6328125,-14.9453125,-985.0,0,0,0,0,0,0,0,0,0,2,0,0,0,351,0,form-inline mobile-menu mobile-hide,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,False,0,7.0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,,0,0,0,0,0,0,34.2308340535,234.979256871,34.0921217602,1071.3164798508,0,0,0,0,11,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,30.390625,0,0,0,0,2,http://localhost:8080/196/index.html,0,0,0,0.20797720800000002,1.5018251425,-5.7819761619,1.2934472934,1066,2270,15216,1.4294117647,/body[2]/div[1]/header[1]/div[1]/form[6],./2-output-urls-data/225-196.png,2238,search
318,5,0,0,0,0,0,0,0,0,-33.625,238.2421875,-6.25,-372.75,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,sb_form hassbi icons_max_targ,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,16,5,0,0,False,1,336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,main,0,0,0,0,,0,0,0,0,0,0,56.7008322249,477.4675079316,226.1689355109,653.3803926504,0,0,0,0,7,0,0,0,0,0,0,1,0,FORM,0,0,0,0,0,0,0,0,0,211.59375,0,0,0,0,0,http://localhost:8080/31/index.html,0,1,0,2.10703125,32.9673501968,-4.645178318,22.66171875,596,522,1951,2.0408163265,/body[2]/div[2]/div[1]/div[3]/div[3]/form[1],./2-output-urls-data/229-31.png,494,search
319,0,0,0,0,0,0,0,0,0,-79.5,0.0,35.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,css-36atnt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,1,0,0,False,0,593.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,127.0246039159,593.0,1900.322341078,362.0,0,0,0,0,2,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,1900.0,0,0,0,0,0,http://localhost:8080/131/index.html,0,0,0,24.6,10.89375,27.575,213.5,362,1002,7234,1.5,/body[2]/div[4]/div[1]/div[3]/div[4]/div[4]/div[1]/div[1]/div[1]/div[2]/div[4]/form[1],./2-output-urls-data/233-131.png,943,form
320,0,0,0,0,0,0,0,0,0,0.0,107.5,0.0,-182.5,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,css-30l4a7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0,False,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,50.0,116.5386202081,6853.5,366.4440612154,0,0,0,0,2,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,6853.5,0,0,0,0,0,http://localhost:8080/131/index.html,0,0,0,25.6,80.84375,3.45,105.9,365,1002,7234,1.5,/body[2]/div[4]/footer[3]/div[1]/div[2]/div[1]/hl-newsletter-cta[1]/div[1]/div[3]/form[1],./2-output-urls-data/233-131.png,943,form
321,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,False,0,730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,False,0,0,0,0,,0,0,0,0,0,0,22.0,730.0,330.0,280.0,0,3,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,330.0,0,0,0,0,0,http://localhost:8080/65/index.html,0,0,0,1.1293103448,-166.0689655172,-76.8060344828,6.6120689655,280,1530,3352,1.0,/body[2]/div[7]/div[1]/div[3]/form[3],./2-output-urls-data/236-65.png,1512,form
322,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,48,0,search search--lg mg-bottom-lv2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,5,0,0,1,0,0,False,10,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,54.0,156.0,296.0,768.0,0,0,0,0,21,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,296.0,0,0,0,0,0,http://localhost:8080/96/index.html,0,0,0,3.3229166667,1.92578125,-21.0755208333,25.21875,768,2464,6955,1.0,/body[2]/main[9]/header[1]/div[2]/div[1]/form[3],./2-output-urls-data/240-96.png,2390,search
323,2,0,0,0,0,0,0,0,0,-357.5714285714,0.0,170.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,46,0,b-loginreg__form,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,413,0,0,0,0,0,2,0,0,False,2,638.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,413.4448856491,638.0,223.0726979517,344.0,0,0,0,0,7,0,0,0,0,0,0,4,0,FORM,0,0,0,0,0,0,0,0,0,184.0,0,0,0,0,0,http://localhost:8080/332/index.html,0,0,0,11.566236413,-3.5727429390000003,53.9477046469,76.8824728261,344,932,623,1.9375,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/form[1],./2-output-urls-data/242-332.png,873,form
324,0,0,0,0,0,0,0,0,0,-8.0,126.0,4.0,-154.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,False,0,366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,40.0,385.4828141435,13.0,304.0875696243,0,0,0,0,0,0,0,0,0,0,0,2,0,FORM,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,http://localhost:8080/100/index.html,0,0,0,10.25,79.51953125,4.05078125,46.4375,287,5585,33672,1.0,/body[2]/div[3]/div[1]/div[1]/div[2]/div[1]/form[1],./2-output-urls-data/243-100.png,5555,search
325,0,0,0,0,0,0,0,0,0,-33.2857142857,-107.5714285714,-10.4285714286,-410.1428571429,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,5,0,0,False,0,293.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,section,0,0,0,0,,0,0,0,0,0,0,50.076268362,385.8435034877,39.9387285829,518.115383887,0,0,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,http://localhost:8080/53/index.html,0,0,0,14.7777777778,-59.7222222222,-8.0,79.9444444444,490,2198,4610,1.2857142857000001,/body[2]/div[3]/header[1]/ul[2]/li[1]/section[1]/form[1],./2-output-urls-data/249-53.png,2162,search
326,0,0,0,0,0,0,0,0,0,-16.25,-39.05859375,2.75,-337.5,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,search-field,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,0,0,False,0,536.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,35.0026784689,613.5265833311,8.0195074662,407.929834653,0,0,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,http://localhost:8080/197/index.html,0,0,0,16.75,-39.05859375,2.75,62.5,400,1550,6587,1.0,/body[2]/header[8]/div[1]/div[1]/div[2]/form[1],./2-output-urls-data/256-197.png,1469,search
327,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,False,0,922.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,section,0,0,0,0,,0,0,0,0,0,0,27.0,922.0,1032.0,152.0,0,1,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,1032.0,0,0,0,0,0,http://localhost:8080/197/index.html,0,0,0,0.08973128600000001,-114.5858925144,-128.2567178503,0.509596929,152,1550,6587,2.4575289575,/body[2]/section[9]/div[4]/div[1]/div[1]/div[3]/form[1],./2-output-urls-data/256-197.png,1469,form
328,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,gsc-search-box gsc-search-box-tools,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,False,0,603.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,30.0,603.0,277.0,400.0,0,0,0,0,1,0,0,0,0,0,0,1,2,FORM,2,5,0,0,0,0,0,0,1,277.0,2,0,0,0,0,http://localhost:8080/358/index.html,0,0,0,3.1119791667,-2.0390857061,-2.6703636987,37.769624256,400,1671,80995,1.0,/body[2]/center[2]/div[1]/div[1]/div[3]/div[2]/div[2]/div[1]/form[1],./2-output-urls-data/257-358.png,1599,search
329,0,0,0,0,0,0,0,0,0,-34.2222222222,34.5277777778,-2992.1961805556,-896.7777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,Newsletter-form Form-base,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,9,0,0,False,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,section,0,0,0,0,,0,0,0,0,0,0,47.6509945746,216.1402446288,4166.3315444568,943.8342342426,0,0,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,3847.109375,0,0,0,0,0,http://localhost:8080/367/index.html,0,0,0,9.7777777778,34.5277777778,-2992.1961805556,43.2222222222,940,2342,5641,1.0,/body[2]/div[76]/div[8]/main[2]/div[2]/div[1]/div[5]/div[1]/section[1]/div[2]/div[1]/form[3],./2-output-urls-data/258-367.png,2339,form
330,2,0,0,0,0,0,0,0,0,-138.3333333333,0.0,44.3333333333,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,grv-row log-in-badge-new grv-form-field ng-untouched ng-pristine ng-invalid,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,198,0,0,0,0,0,3,0,0,False,3,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,,0,0,0,0,0,0,203.4311240254,8.0,126.6131465879,1064.0,0,0,0,0,5,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,110.0,0,0,0,0,0,http://localhost:8080/199/index.html,0,0,0,11.2349137931,0.0155239763,10.0215517241,240.2413793103,1064,564,38950,2.6923076923,/body[2]/content-wrapper[2]/enterprise-root[1]/homepage-entry-page[2]/div[2]/homepage-sign-in[1]/div[2]/div[1]/div[1]/div[1]/div[1]/form[2],./2-output-urls-data/261-199.png,488,form
331,0,0,0,0,0,0,0,0,0,-16.0,68.25,3.6484375,-100.75,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,0,False,0,888.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,banner,0,0,0,0,,0,0,0,0,0,0,38.2949082777,890.6621638354,57.1730829462,151.7355841588,0,0,0,0,2,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,57.0,0,0,0,0,0,http://localhost:8080/334/index.html,0,0,0,20.0,68.25,3.6484375,39.25,140,456,2617,1.0,/body[2]/div[2]/div[4]/header[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/span[1]/div[1]/form[1],./2-output-urls-data/265-334.png,414,search
332,0,0,0,0,0,0,0,0,0,-11.3333333333,-5.3333333333,-2.0,-238.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2,0,0,False,0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,37.5884142907,447.761345163,6.6332495807,416.0224352925,0,0,0,0,0,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,http://localhost:8080/99/index.html,0,0,0,22.6666666667,-5.3333333333,-2.0,142.0,380,1658,10394,1.0,/body[2]/div[6]/div[1]/div[1]/div[1]/div[3]/div[1]/form[1],./2-output-urls-data/267-99.png,1570,search
333,0,0,0,0,0,0,0,0,0,-69.3333333333,-88.3993055556,-190.1666666667,-343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,challenge-form managed-form,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,2,0,3,0,0,False,0,113.65625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,section,0,0,0,0,,0,0,0,0,0,0,81.7611698112,123.0871216391,264.787913034,477.5929228956,0,0,0,0,2,0,0,0,0,0,0,0,0,FORM,0,0,0,2,0,0,0,0,0,244.5,0,0,0,0,0,http://localhost:8080/108/index.html,0,0,0,5.25,-54.0960036058,-116.3725961538,45.3173076923,441,88,1519,3.5555555556,/body[2]/main[2]/section[2]/article[2]/div[3]/form[1],./2-output-urls-data/275-108.png,63,form
334,2,0,0,0,0,0,0,0,0,-92.3333333333,30.0,-1254.9479166667,-780.0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,subscribe-form not-signed-in,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,8,0,0,False,1,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,footer,0,0,0,0,,0,0,0,0,0,0,98.9809184753,112.942463228,2123.1824493409,1103.3693851109,0,0,0,0,1,0,0,0,0,0,0,1,0,FORM,0,0,0,0,0,0,0,0,0,1910.171875,0,0,0,0,0,http://localhost:8080/63/index.html,0,0,0,4.2166666667,39.440234375,-702.3529052734,146.0166666667,1032,2909,3398,9.8947368421,/body[2]/div[7]/footer[1]/div[3]/div[1]/form[1],./2-output-urls-data/276-63.png,2842,form
335,5,0,0,0,0,0,0,0,0,-40.0,-5.0,14.5,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,1,0,0,False,0,346.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,0,0,69.8713102783,346.0361252817,54.9477024087,550.0184087828,0,0,0,0,4,0,0,0,0,0,0,0,0,FORM,0,0,0,0,0,0,0,0,0,53.0,0,0,0,0,1,http://localhost:8080/302/index.html,0,0,0,9.1388888889,38.3420138889,3.8055555556,89.2916666667,550,3448,168628,1.0,/body[2]/div[3]/div[2]/div[1]/div[2]/div[1]/form[1],./2-output-urls-data/277-302.png,3435,search
